Datum,IntensivbettenGesamt,IntensivbettenBelegt,IntensivBettenFrei,COVID19FaelleAktuell,COVID19FaelleBeatmet,Quelle
1631773148,25392,21638,3754,1554,836,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631776749,25384,21623,3761,1551,839,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631780351,25386,21622,3764,1551,839,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631783952,25386,21620,3766,1550,839,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631787554,25386,21616,3770,1551,840,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631791156,25386,21607,3779,1551,839,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631798349,25386,21609,3777,1552,839,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631805552,25386,21610,3776,1552,839,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631809154,25386,21609,3777,1551,838,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631819950,25394,21616,3778,1551,838,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631823551,25396,21615,3781,1552,838,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631827153,25394,21613,3781,1551,837,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631830754,25393,21605,3788,1551,837,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631834356,25393,21604,3789,1551,838,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631837947,25395,21603,3792,1551,838,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631841548,25394,21606,3788,1552,839,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631845149,25384,21567,3817,1548,840,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631848749,25359,21518,3841,1551,838,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631852351,25314,21504,3810,1550,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631855952,25287,21446,3841,1555,842,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631859553,25263,21425,3838,1549,839,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631863155,25275,21411,3864,1546,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631866747,25278,21419,3859,1543,832,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631870349,25278,21414,3864,1544,832,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631873949,25273,21407,3866,1545,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631877551,25278,21410,3868,1547,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631884753,25274,21405,3869,1546,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631888354,25274,21404,3870,1546,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631895548,25274,21406,3868,1546,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631909952,25275,21405,3870,1545,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631913552,25274,21403,3871,1544,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631917154,25274,21411,3863,1544,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631920756,25272,21408,3864,1544,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631924357,25272,21403,3869,1544,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631927949,25268,21402,3866,1543,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631931548,25257,21388,3869,1542,832,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631935149,25232,21312,3920,1539,835,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631938749,25204,21197,4007,1532,839,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631942351,25125,21107,4018,1529,844,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631945951,25084,21000,4084,1523,838,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631949552,25070,20968,4102,1518,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631953153,25067,20973,4094,1523,830,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631956753,25066,20979,4087,1522,830,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631960354,25056,20968,4088,1522,830,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631963955,25058,20973,4085,1522,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631967555,25050,20965,4085,1523,830,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631971156,25050,20966,4084,1521,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631974747,25050,20965,4085,1522,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631978348,25050,20957,4093,1521,828,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631981949,25050,20956,4094,1522,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631985549,25051,20956,4095,1523,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631996351,25051,20939,4112,1521,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1631999951,25052,20934,4118,1522,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632003551,25052,20936,4116,1522,827,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632007152,25053,20941,4112,1522,827,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632010754,25053,20946,4107,1522,827,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632014355,25054,20944,4110,1520,827,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632017956,25045,20937,4108,1520,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632021548,25030,20892,4138,1521,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632025148,25023,20820,4203,1522,827,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632028751,25000,20768,4232,1531,827,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632032352,24979,20700,4279,1540,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632035952,24966,20628,4338,1537,828,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632039554,24959,20625,4334,1539,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632043155,24957,20629,4328,1540,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632046747,24957,20622,4335,1540,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632050349,24961,20623,4338,1540,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632053952,24960,20622,4338,1540,832,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632057551,24960,20620,4340,1540,832,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632061153,24960,20617,4343,1539,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632075548,24960,20616,4344,1537,828,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632079149,24960,20617,4343,1537,828,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632082751,24959,20618,4341,1537,828,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632086352,24959,20623,4336,1538,828,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632089954,24958,20623,4335,1538,828,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632093556,24958,20626,4332,1540,828,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632097156,24960,20621,4339,1540,828,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632100748,24963,20620,4343,1538,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632104350,24981,20619,4362,1538,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632107952,25046,20654,4392,1533,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632111554,25133,20695,4438,1529,830,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632115156,25124,20715,4409,1535,835,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632118748,25160,20740,4420,1531,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632122350,25161,20734,4427,1541,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632125954,25186,20765,4421,1539,832,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632129555,25187,20766,4421,1536,832,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632133148,25187,20770,4417,1535,835,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632136750,25195,20772,4423,1536,835,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632140353,25194,20771,4423,1536,835,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632143955,25194,20769,4425,1536,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632161956,25199,20777,4422,1536,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632169152,25202,20779,4423,1536,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632172754,25202,20781,4421,1534,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632176355,25200,20782,4418,1534,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632179948,25200,20775,4425,1532,834,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632183550,25203,20782,4421,1531,833,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632187155,25208,20803,4405,1532,835,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632190755,25221,20839,4382,1521,837,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632194347,25247,20969,4278,1516,836,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632197947,25255,21058,4197,1508,835,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632201549,25284,21142,4142,1505,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632205150,25283,21183,4100,1508,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632208751,25298,21202,4096,1504,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632212353,25297,21203,4094,1506,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632215953,25291,21211,4080,1508,827,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632219554,25289,21215,4074,1507,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632223156,25289,21216,4073,1507,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632226756,25290,21219,4071,1507,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632230347,25290,21218,4072,1506,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632233948,25290,21217,4073,1506,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632237549,25290,21220,4070,1506,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632241150,25290,21222,4068,1506,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632244750,25290,21223,4067,1506,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632251952,25290,21224,4066,1506,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632255553,25291,21224,4067,1506,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632259154,25292,21224,4068,1506,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632262754,25302,21231,4071,1506,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632266355,25302,21232,4070,1506,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632269956,25307,21236,4071,1507,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632273552,25307,21233,4074,1512,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632277150,25315,21286,4029,1504,827,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632280747,25348,21332,4016,1502,821,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632284354,25356,21377,3979,1495,820,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632287952,25352,21414,3938,1502,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632291549,25345,21408,3937,1496,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632295147,25338,21448,3890,1501,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632298755,25340,21432,3908,1500,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632302353,25340,21435,3905,1500,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632305950,25340,21433,3907,1498,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632309548,25340,21432,3908,1497,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632313155,25354,21444,3910,1497,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632327556,25353,21441,3912,1497,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632341954,25353,21436,3917,1497,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632345551,25352,21437,3915,1498,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632349148,25350,21432,3918,1499,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632356354,25348,21429,3919,1502,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632359951,25344,21426,3918,1503,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632363548,25335,21431,3904,1501,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632367155,25348,21437,3911,1489,827,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632370752,25311,21388,3923,1476,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632374349,25304,21396,3908,1469,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632377947,25324,21399,3925,1467,832,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632381555,25325,21381,3944,1460,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632385153,25331,21383,3948,1458,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632388750,25328,21372,3956,1456,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632392348,25328,21369,3959,1451,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632395955,25328,21365,3963,1451,830,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632399552,25326,21366,3960,1452,830,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632406748,25326,21367,3959,1452,830,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632410356,25326,21366,3960,1453,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632413953,25326,21364,3962,1453,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632417550,25326,21363,3963,1453,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632428354,25326,21360,3966,1453,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632431952,25326,21364,3962,1453,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632435550,25328,21367,3961,1451,830,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632439156,25327,21369,3958,1451,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632442756,25328,21375,3953,1452,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632446353,25328,21369,3959,1451,831,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632449953,25326,21358,3968,1448,829,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632453554,25317,21376,3941,1442,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632457154,25286,21357,3929,1432,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632460755,25269,21344,3925,1439,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632464347,25270,21326,3944,1437,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632467947,25262,21310,3952,1434,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632471548,25257,21306,3951,1430,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632475149,25258,21302,3956,1431,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632478751,25259,21304,3955,1432,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632482352,25260,21306,3954,1431,821,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632485952,25258,21304,3954,1431,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632489553,25252,21296,3956,1432,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632493155,25252,21297,3955,1432,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632500356,25252,21300,3952,1432,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632503947,25252,21298,3954,1432,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632514754,25250,21291,3959,1432,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632518355,25250,21289,3961,1433,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632521956,25246,21289,3957,1435,821,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632525555,25246,21291,3955,1435,821,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632529152,25246,21290,3956,1436,820,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632532751,25245,21301,3944,1436,820,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632536349,25239,21292,3947,1431,820,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632539947,25199,21254,3945,1431,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632543555,25239,21175,4064,1430,818,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632547153,25208,21090,4118,1442,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632550752,25182,21032,4150,1435,821,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632554350,25168,21007,4161,1435,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632557949,25167,20996,4171,1438,825,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632561547,25168,20988,4180,1439,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632565155,25171,20987,4184,1438,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632568753,25171,20989,4182,1438,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632572351,25171,20993,4178,1438,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632575949,25166,20988,4178,1439,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632579547,25167,20989,4178,1440,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632583156,25167,20990,4177,1440,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632590351,25167,20988,4179,1440,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632593950,25167,20987,4180,1440,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632601147,25165,20992,4173,1438,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632604755,25162,20985,4177,1437,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632608353,25158,20980,4178,1436,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632611951,25156,20971,4185,1437,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632615549,25156,20964,4192,1438,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632619147,25154,20960,4194,1436,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632622755,25146,20934,4212,1437,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632626353,25131,20870,4261,1435,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632629951,24994,20798,4196,1434,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632633549,24977,20746,4231,1427,821,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632637147,24975,20734,4241,1432,821,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632640755,24964,20727,4237,1431,821,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632644354,24962,20725,4237,1437,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632647954,24962,20716,4246,1439,826,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632655149,24963,20714,4249,1438,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632658756,24963,20715,4248,1438,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632665951,24963,20713,4250,1438,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632673148,24959,20707,4252,1438,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632676747,24959,20708,4251,1438,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632680355,24959,20710,4249,1438,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632683954,24959,20710,4249,1439,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632687552,24959,20715,4244,1439,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632691150,24959,20713,4246,1440,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632694748,24959,20715,4244,1440,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632698356,24958,20716,4242,1440,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632701954,24958,20714,4244,1440,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632705553,24967,20728,4239,1438,823,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632709151,25001,20734,4267,1442,821,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632712750,25046,20750,4296,1446,824,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632716349,25105,20788,4317,1436,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632719948,25141,20875,4266,1434,822,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632723548,25160,20895,4265,1429,813,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632727147,25192,20918,4274,1431,811,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632730756,25196,20908,4288,1431,811,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632734356,25197,20897,4300,1432,813,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632737955,25207,20904,4303,1432,813,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632745155,25212,20908,4304,1433,813,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632748754,25211,20908,4303,1433,813,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632752353,25211,20907,4304,1433,813,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632759550,25211,20903,4308,1434,812,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632773956,25210,20901,4309,1433,812,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632777554,25211,20901,4310,1433,812,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632781154,25214,20907,4307,1433,812,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632784753,25216,20906,4310,1432,812,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632788352,25217,20912,4305,1432,813,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632791950,25220,20931,4289,1430,812,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632795548,25232,20962,4270,1423,807,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632799155,25263,21050,4213,1419,805,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632802753,25335,21245,4090,1413,803,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632806350,25328,21315,4013,1412,804,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632809947,25341,21371,3970,1416,804,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632813554,25343,21371,3972,1414,806,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632817152,25343,21379,3964,1416,806,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632820751,25346,21374,3972,1417,806,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632824348,25356,21385,3971,1420,806,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632827956,25357,21384,3973,1420,806,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632831554,25357,21384,3973,1421,805,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632835152,25357,21385,3972,1422,805,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632845954,25357,21384,3973,1422,805,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632849552,25357,21385,3972,1423,805,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632860353,25358,21392,3966,1423,805,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632863950,25358,21391,3967,1423,805,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632867548,25357,21386,3971,1423,806,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632871156,25357,21385,3972,1423,806,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632874752,25357,21383,3974,1424,807,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632878354,25357,21377,3980,1425,809,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632881955,25349,21426,3923,1423,809,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632885555,25346,21416,3930,1416,803,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632889155,25374,21482,3892,1388,793,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632892756,25387,21475,3912,1364,782,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632896346,25414,21537,3877,1364,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632899948,25422,21554,3868,1366,787,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632903549,25421,21544,3877,1364,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632907148,25421,21544,3877,1366,789,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632910749,25421,21541,3880,1366,789,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632977916,25415,21628,3787,1363,787,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632979155,25264,21470,3794,1366,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632982747,25258,21452,3806,1365,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632986349,25248,21471,3777,1357,782,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632989950,25247,21473,3774,1356,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632993552,25249,21463,3786,1357,784,https://www.intensivregister.de/api/public/reporting/laendertabelle
1632997154,25236,21452,3784,1357,784,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25236,21449,3787,1357,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25236,21450,3786,1357,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25236,21451,3785,1357,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25232,21441,3791,1356,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25231,21442,3789,1357,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25231,21442,3789,1356,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25231,21443,3788,1355,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25233,21457,3776,1355,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25228,21457,3771,1356,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25215,21462,3753,1352,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633000756,25193,21472,3721,1356,786,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633062783,25131,21410,3721,1367,788,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633062783,25120,21373,3747,1373,786,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633070548,25118,21328,3790,1370,787,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633072516,25115,21312,3803,1364,785,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633076115,25114,21314,3800,1364,785,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633079713,25109,21318,3791,1361,783,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633083311,25099,21309,3790,1361,784,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633086910,25099,21310,3789,1361,784,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633086910,25098,21307,3791,1361,784,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633094115,25098,21309,3789,1361,784,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633097713,25096,21306,3790,1360,784,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633101309,25093,21306,3787,1359,784,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633101309,25093,21307,3786,1357,785,https://www.intensivregister.de/api/public/reporting/laendertabelle
1633115709,25093,21312,3781,1357,785,https://www.intensivregister.de/api/public/reporting/laendertabelle
